popularity,budget,revenue,original_title,cast,director,runtime,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
1.037438,90000000,171120329,Contact,Jodie Foster|Matthew McConaughey|James Woods|John Hurt|Tom Skerritt,Robert Zemeckis,150,7/11/97,745,6.9,1997,122261428.896488,232460177.075302
1.031334,62000000,1060056,Lolita,Jeremy Irons|Dominique Swain|Melanie Griffith|Frank Langella|Suzanne Shepherd,Adrian Lyne,137,9/27/97,120,6.9,1997,84224539.90647,1440044.0141144
1.008461,40000000,45916769,The Rainmaker,Matt Damon|Danny DeVito|Jon Voight|Claire Danes|Mary Kay Place,Francis Ford Coppola,135,11/18/97,113,6.5,1997,54338412.8428838,62376108.7583333
0.981422,60000000,159330280,The Jackal,Bruce Willis|Richard Gere|Sidney Poitier|Diane Venora|J.K. Simmons,Michael Caton-Jones,124,11/13/97,295,6.0,1997,81507619.2643258,216443863.325307
0.96047,80000000,177977226,Flubber,Robin Williams|Marcia Gay Harden|Christopher McDonald|Raymond J. Barry|Clancy Brown,Les Mayfield,93,11/26/97,385,5.1,1997,108676825.685767,241774999.575481
0.938611,68000000,118063304,The Saint,Val Kilmer|Elisabeth Shue|Rade Serbedzija|Henry Goodman|Alun Armstrong,Phillip Noyce,116,4/3/97,161,6.0,1997,92375301.8329025,160384313.858672
0.936736,75000000,136982834,Conspiracy Theory,Mel Gibson|Julia Roberts|Patrick Stewart|Cylk Cozart|Steve Kahan,Richard Donner,135,8/7/97,243,6.4,1997,101884524.080407,186085744.657005
0.933349,85000000,315156409,Air Force One,Harrison Ford|Gary Oldman|Glenn Close|Wendy Crewson|William H. Macy,Wolfgang Petersen,124,7/23/97,474,6.1,1997,115469127.291128,428127476.558069
0.855982,15000000,64256513,Wag the Dog,Dustin Hoffman|Robert De Niro|Anne Heche|Denis Leary|Willie Nelson,Barry Levinson,97,12/25/97,120,6.6,1997,20376904.8160814,87289923.2809533
0.855087,50000000,314178011,As Good as It Gets,Jack Nicholson|Helen Hunt|Greg Kinnear|Cuba Gooding Jr.|Skeet Ulrich,James L. Brooks,139,12/19/97,480,7.0,1997,67923016.0536048,426798361.696852
0.835336,36000000,50159144,Breakdown,Kurt Russell|J. T. Walsh|Kathleen Quinlan|M.C. Gainey|Jack Noseworthy,Jonathan Mostow,95,5/2/97,84,6.5,1997,48904571.5585954,68139206.8629415
0.824965,70000000,131457682,Seven Years in Tibet,Brad Pitt|Jamyang Jamtsho Wangchuk|David Thewlis|BD Wong|Mako,Jean-Jacques Annaud,136,9/12/97,342,6.9,1997,95092222.4750467,178580044.897113
0.797298,38000000,299288605,My Best Friend's Wedding,Julia Roberts|Dermot Mulroney|Cameron Diaz|Rupert Everett|Philip Bosco,P.J. Hogan,105,6/19/97,336,6.3,1997,51621492.2007396,406571694.44152
0.778274,15000000,43101594,Boogie Nights,Mark Wahlberg|Burt Reynolds|John C. Reilly|Julianne Moore|Thomas Jane,Paul Thomas Anderson,155,9/11/97,438,7.3,1997,20376904.8160814,58551805.2239591
0.776305,15000000,3675201,Lost Highway,Bill Pullman|Patricia Arquette|John Roselius|Louis Eppolito|Robert Blake,David Lynch,134,1/15/97,263,7.3,1997,20376904.8160814,4992614.73046449
0.761869999999999,50000000,10541523,Mad City,John Travolta|Dustin Hoffman|Mia Kirshner|Alan Alda|Robert Prosky,Costa-Gavras,114,11/7/97,36,5.3,1997,67923016.0536048,14320240.7191688
0.742726,18000000,251212670,Bean,Rowan Atkinson|Peter MacNicol|John Mills|Pamela Reed|Harris Yulin,Mel Smith,85,7/29/97,297,6.3,1997,24452285.7792977,341262444.345578
0.737243,90000000,140807547,The Devil's Own,Harrison Ford|Brad Pitt|Margaret Colin|RubÃ©n Blades|Treat Williams,Alan J. Pakula,107,3/12/97,147,5.8,1997,122261428.896488,191281465.506994
0.712173,27000000,60527873,Kiss the Girls,Morgan Freeman|Ashley Judd|Cary Elwes|Alex McArthur|Tony Goldwyn,Gary Fleder,115,10/3/97,170,6.1,1997,36678428.6689466,82224713.7893911
0.708978,50000000,50068310,Absolute Power,Clint Eastwood|Gene Hackman|Ed Harris|Scott Glenn|Laura Linney,Clint Eastwood,121,2/14/97,91,6.2,1997,67923016.0536048,68015812.4781372
0.706535999999999,25000000,36400360,Vegas Vacation,Chevy Chase|Beverly D'Angelo|Randy Quaid|Ethan Embry|Marisol Nichols,Stephen Kessler,93,2/13/97,69,6.1,1997,33961508.0268024,49448444.7327399
0.706041,19000000,6682098,U Turn,Sean Penn|Nick Nolte|Jennifer Lopez|Joaquin Phoenix|Claire Danes,Oliver Stone,125,10/3/97,76,6.6,1997,25810746.1003698,9077364.99451521
0.685381999999999,30000000,25480490,Mimic,Mira Sorvino|Jeremy Northam|Giancarlo Giannini|Josh Brolin|Alexander Goodwin,Guillermo del Toro,105,8/22/97,99,5.3,1997,40753809.6321629,34614234.6264743
0.683051,20000000,5716080,One Eight Seven,"Samuel L. Jackson|John Heard|Kelly Rowan|Clifton Collins, Jr.|Tony Plana",Kevin Reynolds,119,7/29/97,67,6.4,1997,27169206.4214419,7765067.87207379
0.676667,40000000,87840042,Spawn,Michael Jai White|Martin Sheen|John Leguizamo|Theresa Randle|Nicol Williamson,Mark A.Z. DippÃ©,96,7/31/97,183,5.0,1997,54338412.8428838,119327211.658306
0.663483,250000,501818,Cube,Nicole de Boer|Nicky Guadagni|David Hewlett|Andrew Miller|Julian Richings,Vincenzo Natali,90,9/9/97,508,6.7,1997,339615.080268024,681699.841399757
0.660297,28000000,5684789,Kundun,Tenzin Thuthob Tsarong|Tencho Gyalpo|Tsewang Migyur Khangsar|Gyurme Tethong|Robert Lin,Martin Scorsese,134,12/25/97,34,7.1,1997,38036888.9900187,7722560.29016712
0.648088,80000000,17626234,The Postman,Kevin Costner|Will Patton|Olivia Williams|Larenz Tate|Tom Petty,Kevin Costner,177,12/25/97,148,6.1,1997,108676825.685767,23944539.4989319
0.638429,50000000,48169156,G.I. Jane,Demi Moore|Viggo Mortensen|Anne Bancroft|Jason Beghe|Daniel von Bargen,Ridley Scott,125,8/22/97,208,6.0,1997,67923016.0536048,65435887.1255319
0.636839,60000000,33956608,The Relic,Penelope Ann Miller|Tom Sizemore|Linda Hunt|James Whitmore|Clayton Rohner,Peter Hyams,110,1/10/97,57,5.7,1997,81507619.2643258,46128704.6061993
0.530543999999999,60000000,16000000,Fire Down Below,Steven Seagal|Marg Helgenberger|Stephen Lang|Brad Hunt|Kris Kristofferson,FÃ©lix EnrÃ­quez AlcalÃ¡,105,9/5/97,34,5.0,1997,81507619.2643258,21735365.1371535
0.512273,38000000,122417389,MouseHunt,Nathan Lane|Lee Evans|Vicki Lewis|Maury Chaykin|Eric Christmas,Gore Verbinski,98,12/19/97,134,6.1,1997,51621492.2007396,166299165.565747
0.511529,5000000,3263585,The Sweet Hereafter,Ian Holm|Caerthan Banks|Sarah Polley|Tom McCamus|Gabrielle Rose,Atom Egoyan,112,5/14/97,41,6.4,1997,6792301.60536048,4433450.72694607
0.473762,15000000,44862187,Cop Land,Sylvester Stallone|Harvey Keitel|Ray Liotta|Robert De Niro|Peter Berg,James Mangold,104,8/15/97,185,6.5,1997,20376904.8160814,60943500.9560164
0.46602,20000000,60000000,Selena,Jennifer Lopez|Edward James Olmos|Constance Marie|Jon Seda|Lupe Ontiveros,Gregory Nava,127,3/21/97,82,6.9,1997,27169206.4214419,81507619.2643258
0.464907,25000000,100000000,Spice World - The Movie,Victoria Beckham|Melanie Brown|Emma Bunton|Melanie Chisholm|Geri Halliwell,Bob Spiers,93,12/19/97,65,5.2,1997,33961508.0268024,135846032.107209
0.463524,18000000,8038061,The Ice Storm,Kevin Kline|Joan Allen|Sigourney Weaver|Henry Czerny|Tobey Maguire,Ang Lee,112,9/27/97,67,6.3,1997,24452285.7792977,10919386.926857
0.436806,3000000,23144499,Air Bud,Kevin Zegers|Wendy Makkena|Michael Jeter|Bill Cobbs|Brendan Fletcher,Charles Martin Smith,98,8/1/97,50,5.3,1997,4075380.96321629,31440883.5425928
0.425112,32000000,3566637,Cats Don't Dance,Scott Bakula|Jasmine Guy|Natalie Cole|Ashley Peldon|Lindsay Ridgeway,Mark Dindal,75,3/26/97,10,7.1,1997,43470730.274307,4845134.84416762
1.086558,30000000,51376861,Mortal Kombat: Annihilation,Robin Shou|Talisa Soto|James Remar|Sandra Hess|Lynn 'Red' Williams,John R. Leonetti,95,11/21/97,118,3.9,1997,40753809.6321629,69793427.0897364
0.447075,55000000,31987563,Metro,Eddie Murphy|Kim Miyori|Art Evans|James Carpenter|Michael Rapaport,Thomas Carter,117,1/16/97,64,5.3,1997,74715317.6589653,43453835.1032939
0.401471,5000000,15738769,Wishmaster,Andrew Divoff|Tammy Lauren|Robert Englund|Chris Lemmon|Wendy Benson-Landes,Robert Kurtzman,90,9/19/97,41,5.4,1997,6792301.60536048,21380493.1890195
0.362661,35000000,31611225,For Richer or Poorer,Tim Allen|Kirstie Alley|Wayne Knight|Larry Miller|Jay O. Sanders,Bryan Spicer,115,12/11/97,23,5.8,1997,47546111.2375233,42942594.8629822
0.223994,10000000,17979739,Turbo: A Power Rangers Movie,Johnny Yong Bosch|Nakia Burrise|Jason David Frank|Catherine Sutherland|Amy Jo Johnson,Shuki Levy|David Winning,99,3/27/97,33,4.6,1997,13584603.2107209,24424762.0147325
0.37438,20000000,13801755,The Man Who Knew Too Little,Bill Murray|Peter Gallagher|Joanne Whalley|Alfred Molina|Richard Wilson,Jon Amiel,97,11/14/97,64,6.5,1997,27169206.4214419,18749136.5286584
0.364359,55000000,11466088,Turbulence,Ray Liotta|Lauren Holly|Brendan Gleeson|HÃ©ctor Elizondo|Rachel Ticotin,Robert Butler,100,1/9/97,23,5.3,1997,74715317.6589653,15576225.5859209
0.345909,16000000,1686429,Steel,Shaquille O'Neal|Annabeth Gish|Richard Roundtree|Judd Nelson|Irma P. Hall,Kenneth Johnson,97,8/15/97,19,4.3,1997,21735365.1371535,2290946.88080529
0.325869,28000000,41230799,Private Parts,Howard Stern|Mary McCormack|Kelly Bishop|Paul Giamatti|Leslie Bibb,Betty Thomas,109,3/7/97,38,6.6,1997,38036888.9900187,56010404.447599
0.05639,12000000,4000000,Playing God,David Duchovny|Timothy Hutton|Angelina Jolie|Michael Massee|Stacey Travis,Andy Wilson,94,10/17/97,15,5.7,1997,16301523.8528651,5433841.28428838
0.285559,19000000,44332015,Picture Perfect,Jennifer Aniston|Jay Mohr|Kevin Bacon|Olympia Dukakis|Illeana Douglas,Glenn Gordon Caron,105,8/1/97,57,5.2,1997,25810746.1003698,60223283.330673
0.2817,35000000,791830,Anna Karenina,Sophie Marceau|Sean Bean|Alfred Molina|Mia Kirshner|James Fox,Bernard Rose,108,4/4/97,11,6.0,1997,47546111.2375233,1075669.63603451
0.263311,25000000,11838218,Most Wanted,Keenen Ivory Wayans|Jon Voight|Robert Kotecki|Rick Cramer|Kenn Whitaker,David Hogan,99,10/10/97,12,6.0,1997,33961508.0268024,16081749.4252014
0.245162,35000000,25105255,Midnight in the Garden of Good and Evil,John Cusack|Kevin Spacey|Jude Law|Alison Eastwood|Jack Thompson,Clint Eastwood,155,11/21/97,76,6.4,1997,47546111.2375233,34104492.7678968
0.223151,22000000,26570463,An American Werewolf in Paris,Tom Everett Scott|Julie Delpy|Vince Vieluf|Julie Bowen|Phil Buckman,Anthony Waller,105,12/25/97,68,5.3,1997,29886127.0635861,36094919.6980142
0.22136,36000000,74000000,Amistad,Morgan Freeman|Nigel Hawthorne|Anthony Hopkins|Djimon Hounsou|Matthew McConaughey,Steven Spielberg,155,12/3/97,167,6.6,1997,48904571.5585954,100526063.759335
0.214637,6000000,6330054,Affliction,Nick Nolte|James Coburn|Sissy Spacek|Willem Dafoe|Brigid Tierney,Paul Schrader,114,8/28/97,20,5.0,1997,8150761.92643258,8599127.18924371
0.212272,30000000,13130349,Rosewood,Ving Rhames|Jon Voight|Don Cheadle|Michael Rooker|Bruce McGill,John Singleton,140,2/21/97,14,6.0,1997,40753809.6321629,17837058.1183286
0.21055,73000000,229074524,The Lost World: Jurassic Park,Jeff Goldblum|Julianne Moore|Pete Postlethwaite|Richard Attenborough|Vince Vaughn,Steven Spielberg,129,5/23/97,1655,6.1,1997,99167603.438263,311188651.422477
0.206863,37000000,6482195,Switchback,Dennis Quaid|Danny Glover|R. Lee Ermey|Claudia Stedelin|Brent Hinkley,Jeb Stuart,118,10/31/97,20,5.7,1997,50263031.8796675,8805804.70095194
0.158203,4000000,29456000,La vÃ©ritÃ© si je mens !,Richard Anconina|Vincent Elbaz|Richard Bohringer|JosÃ© Garcia|Amira Casar,Thomas Gilou,100,4/1/97,59,6.4,1997,5433841.28428838,40014807.2174996
0.065672,786675,861789,The Castle,Michael Caton|Anne Tenney|Stephen Curry|Anthony Simcoe|Sophie Lee,Rob Sitch,85,4/10/97,32,7.0,1997,1068666.77307939,1170706.1616364
6.112766,150000000,1274219009,Frozen,Kristen Bell|Idina Menzel|Jonathan Groff|Josh Gad|Santino Fontana,Chris Buck|Jennifer Lee,102,11/27/13,3369,7.5,2013,140405002.911063,1192711491.11985
5.242753,105000000,716392705,Gravity,Sandra Bullock|George Clooney|Ed Harris|Orto Ignatiussen|Phaldut Sharma,Alfonso CuarÃ³n,91,9/27/13,3775,7.4,2013,98283502.0377446,670567465.539932
5.1119,170000000,479765000,Thor: The Dark World,Chris Hemsworth|Natalie Portman|Tom Hiddleston|Anthony Hopkins|Christopher Eccleston,Alan Taylor,112,10/29/13,3025,6.8,2013,159125669.965872,449076041.477509
4.946136,200000000,1215439994,Iron Man 3,Robert Downey Jr.|Gwyneth Paltrow|Guy Pearce|Don Cheadle|Ben Kingsley,Shane Black,130,4/18/13,6882,6.9,2013,187206670.548084,1137692372.63862
4.942928,75000000,117698894,Now You See Me,Jesse Eisenberg|Mark Ruffalo|Woody Harrelson|MÃ©lanie Laurent|Isla Fisher,Louis Leterrier,115,5/29/13,3453,7.3,2013,70202501.4555318,110170090.364659
4.921275,130000000,847423452,The Hunger Games: Catching Fire,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Elizabeth Banks,Francis Lawrence,146,11/15/13,4269,7.4,2013,121684335.856255,793216614.966424
4.877927,100000000,392000694,The Wolf of Wall Street,Leonardo DiCaprio|Jonah Hill|Margot Robbie|Kyle Chandler|Rob Reiner,Martin Scorsese,180,12/25/13,4027,7.9,2013,93603335.2740424,366925723.881393
4.705208,180000000,407602906,Pacific Rim,Idris Elba|Charlie Hunnam|Charlie Day|Ron Perlman|Burn Gorman,Guillermo del Toro,131,7/11/13,3590,6.7,2013,168486003.493276,381529914.68992
4.405923,120000000,286168572,Oblivion,Tom Cruise|Morgan Freeman|Olga Kurylenko|Andrea Riseborough|Nikolaj Coster-Waldau,Joseph Kosinski,126,4/10/13,3729,6.3,2013,112324002.32885,267863327.898099
4.310786,250000000,958400000,The Hobbit: The Desolation of Smaug,Martin Freeman|Ian McKellen|Richard Armitage|Ken Stott|Graham McTavish,Peter Jackson,161,12/11/13,2952,7.6,2013,234008338.185106,897094365.266423
3.97246,225000000,662845518,Man of Steel,Henry Cavill|Amy Adams|Michael Shannon|Diane Lane|Russell Crowe,Zack Snyder,143,6/12/13,4729,6.5,2013,210607504.366595,620445512.562503
3.951582,23000000,47351251,Her,Joaquin Phoenix|Scarlett Johansson|Rooney Mara|Amy Adams|Olivia Wilde,Spike Jonze,126,12/18/13,2422,7.8,2013,21528767.1130297,44322350.2299834
3.928789,76000000,970761885,Despicable Me 2,Steve Carell|Kristen Wiig|Benjamin Bratt|Miranda Cosgrove|Russell Brand,Pierre Coffin|Chris Renaud,98,6/25/13,3436,7.0,2013,71138534.8082722,908665501.929164
3.877342,190000000,467365246,Star Trek Into Darkness,Chris Pine|Zachary Quinto|Zoe Saldana|Karl Urban|Simon Pegg,J.J. Abrams,132,5/5/13,3363,7.4,2013,177846337.02068,437469458.167733
3.625529,20000000,187000000,12 Years a Slave,Chiwetel Ejiofor|Michael Fassbender|Lupita Nyong'o|Benedict Cumberbatch|Paul Dano,Steve McQueen,134,10/18/13,2241,7.9,2013,18720667.0548084,175038236.962459
3.518275,38000000,98337295,Riddick,Vin Diesel|Karl Urban|Katee Sackhoff|Jordi MollÃ |Bokeem Woodbine,David Twohy,119,9/2/13,1530,6.2,2013,35569267.4041361,92046987.9382742
3.472358,13000000,318000141,The Conjuring,Patrick Wilson|Vera Farmiga|Ron Livingston|Lili Taylor|Joey King,James Wan,112,7/18/13,1910,7.4,2013,12168433.5856255,297658738.152157
3.200427,105000000,351040419,The Great Gatsby,Leonardo DiCaprio|Tobey Maguire|Carey Mulligan|Joel Edgerton|Elizabeth Debicki,Baz Luhrmann,143,5/10/13,2403,7.2,2013,98283502.0377446,328585540.343973
2.951594,115000000,286140700,Elysium,Matt Damon|Jodie Foster|Sharlto Copley|Alice Braga|Diego Luna,Neill Blomkamp,109,8/7/13,2366,6.5,2013,107643835.565148,267837238.776492
2.815499,92000000,304654182,A Good Day to Die Hard,Bruce Willis|Jai Courtney|Sebastian Koch|Mary Elizabeth Winstead|Yuliya Snigir,John Moore,98,2/6/13,3003,5.2,2013,86115068.452119,285166475.403851
2.811403,3000000,89328627,The Purge,Lena Headey|Ethan Hawke|Max Burkholder|Adelaide Kane|Rhys Wakefield,James DeMonaco,86,5/31/13,1522,5.8,2013,2808100.05822127,83614574.2265088
2.643496,200000000,743559607,Monsters University,Billy Crystal|John Goodman|Steve Buscemi|Helen Mirren|Joel Murray,Dan Scanlon,104,6/20/13,2251,7.0,2013,187206670.548084,695996591.902562
2.604638,200000000,531865000,World War Z,Brad Pitt|Mireille Enos|Abigail Hargrove|Sterling Jerins|James Badge Dale,Marc Forster,116,6/20/13,3822,6.7,2013,187206670.548084,497843379.155286
2.497001,90000000,188133322,The Secret Life of Walter Mitty,Ben Stiller|Kristen Wiig|Patton Oswalt|Shirley MacLaine|Adam Scott,Ben Stiller,114,12/18/13,2221,7.0,2013,84243001.7466382,176099064.153853
2.476989,110000000,125537191,Ender's Game,Asa Butterfield|Harrison Ford|Hailee Steinfeld|Abigail Breslin|Ben Kingsley,Gavin Hood,114,10/23/13,1608,6.6,2013,102963668.801446,117506997.785345
2.443357,37000000,269994119,We're the Millers,Jason Sudeikis|Jennifer Aniston|Will Poulter|Emma Roberts|Ed Helms,Rawson Marshall Thurber,110,8/7/13,1960,6.9,2013,34633234.0513957,252723500.427767
2.196946,61000000,131940411,2 Guns,Denzel Washington|Mark Wahlberg|Paula Patton|Bill Paxton|Fred Ward,Baltasar KormÃ¡kur,109,8/2/13,1185,6.6,2013,57098034.5171659,123500625.270279
2.119986,38000000,90247624,Rush,Daniel BrÃ¼hl|Chris Hemsworth|Olivia Wilde|Alexandra Maria Lara|Natalie Dormer,Ron Howard,123,9/2/13,1472,7.7,2013,35569267.4041361,84474786.0695772
2.109247,130000000,371876278,G.I. Joe: Retaliation,Dwayne Johnson|D.J. Cotrona|Adrianne Palicki|Bruce Willis|Ray Park,Jon M. Chu,110,3/26/13,2615,5.4,2013,121684335.856255,348088599.30097
2.070019,11000000,32935319,Inside Llewyn Davis,Oscar Isaac|Carey Mulligan|Justin Timberlake|Jerry Grayson|Robin Bartlett,Joel Coen|Ethan Coen,105,10/6/13,550,7.1,2013,10296366.8801446,30828557.0671454
2.063266,70000000,161025640,Olympus Has Fallen,Gerard Butler|Aaron Eckhart|Angela Bassett|Morgan Freeman|Radha Mitchell,Antoine Fuqua,120,3/20/13,2403,6.2,2013,65522334.6918297,150725369.686372
2.032753,90000000,174578751,Percy Jackson: Sea of Monsters,Logan Lerman|Alexandra Daddario|Douglas Smith|Leven Rambin|Brandon T. Jackson,Thor Freudenthal,106,8/7/13,1039,5.9,2013,84243001.7466382,163411533.615765
2.032167,46000000,122126687,Prisoners,Hugh Jackman|Jake Gyllenhaal|Paul Dano|Maria Bello|Melissa Leo,Denis Villeneuve,153,9/18/13,1826,7.8,2013,43057534.2260595,114314652.29169
2.024873,40000000,251171807,American Hustle,Christian Bale|Bradley Cooper|Amy Adams|Jeremy Renner|Jennifer Lawrence,David O. Russell,138,12/12/13,1861,6.8,2013,37441334.1096169,235105188.62008
1.999054,35000000,116980662,Warm Bodies,Nicholas Hoult|Teresa Palmer|Analeigh Tipton|Rob Corddry|Dave Franco,Jonathan Levine,97,1/31/13,1964,6.4,2013,32761167.3459148,109497801.257654
1.92107,50000000,224803475,Hansel & Gretel: Witch Hunters,Jeremy Renner|Gemma Arterton|Famke Janssen|Pihla Viitala|Derek Mears,Tommy Wirkola,88,1/17/13,2564,5.7,2013,46801667.6370212,210423550.411948
1.91745,175000000,150962475,47 Ronin,Keanu Reeves|Hiroyuki Sanada|Kou Shibasaki|Tadanobu Asano|Min Tanaka,Carl Rinsch,118,12/6/13,940,5.8,2013,163805836.729574,141305911.612242
1.875017,60000000,90565421,The Mortal Instruments: City of Bones,Lily Collins|Jamie Campbell Bower|Kevin Zegers|Jemima West|Robert Sheehan,Harald Zwart,130,8/21/13,1020,6.2,2013,56162001.1644254,84772254.660978
1.874575,100000000,268426634,Epic,Josh Hutcherson|Amanda Seyfried|Colin Farrell|Jason Sudeikis|Aziz Ansari,Chris Wedge,102,5/15/13,857,6.4,2013,93603335.2740424,251256282.187846
1.821423,40000000,149295601,Lone Survivor,Mark Wahlberg|Taylor Kitsch|Emile Hirsch|Ben Foster|Yousuf Azami,Peter Berg,121,12/24/13,1101,7.4,2013,37441334.1096169,139745661.953426
1.765514,5000000,55198285,Dallas Buyers Club,Matthew McConaughey|Jennifer Garner|Jared Leto|Denis O'Hare|Steve Zahn,Jean-Marc VallÃ©e,117,9/7/13,1831,7.8,2013,4680166.76370212,51667435.7740715
1.68986899999999,130000000,61648500,R.I.P.D.,Jeff Bridges|Ryan Reynolds|Kevin Bacon|Stephanie Szostak|Mary-Louise Parker,Robert Schwentke,96,7/18/13,876,5.3,2013,121684335.856255,57705052.146418
1.653164,50000000,219788712,Planes,Dane Cook|Carlos Alazraqui|Val Kilmer|Julia Louis-Dreyfus|Brad Garrett,Klay Hall,91,8/9/13,427,5.7,2013,46801667.6370212,205729564.987859
1.626627,5000000,31724284,Spring Breakers,James Franco|Selena Gomez|Vanessa Hudgens|Ashley Benson|Rachel Korine,Harmony Korine,94,1/24/13,996,5.0,2013,4680166.76370212,29694987.9158094
1.559076,13000000,68572378,The Call,Halle Berry|Abigail Breslin|Morris Chestnut|Michael Imperioli|Ella Rae Peck,Brad Anderson,94,3/14/13,960,6.6,2013,12168433.5856255,64186032.8847237
1.526466,17000000,97542952,Evil Dead,Jane Levy|Jessica Lucas|Shiloh Fernandez|Lou Taylor Pucci|Elizabeth Blackmore,Fede Alvarez,91,4/5/13,1254,6.3,2013,15912566.9965872,91303456.3967583
1.496605,28000000,134402450,Last Vegas,Robert De Niro|Morgan Freeman|Michael Douglas|Kevin Kline|Mary Steenburgen,Jon Turteltaub,105,10/31/13,563,6.4,2013,26208933.8767318,125805175.890027
1.483329,30000000,36894225,The Family,Robert De Niro|Michelle Pfeiffer|Dianna Agron|John D'Leo|Tommy Lee Jones,Luc Besson,111,9/13/13,710,6.1,2013,28081000.5822127,34534225.1235096
1.454579,15000000,35485608,The Place Beyond the Pines,Ryan Gosling|Bradley Cooper|Eva Mendes|Dane DeHaan|Emory Cohen,Derek Cianfrance,140,3/20/13,1116,6.7,2013,14040500.2911063,33215712.6302724
1.447973,80000000,246984278,Grown Ups 2,Adam Sandler|Kevin James|Chris Rock|David Spade|Salma Hayek,Dennis Dugan,100,7/11/13,806,5.9,2013,74882668.2192339,231185521.810513
1.439458,103000000,362000072,The Hangover Part III,Bradley Cooper|Ed Helms|Zach Galifianakis|Justin Bartha|Ken Jeong,Todd Phillips,100,5/23/13,2010,6.0,2013,96411435.3322637,338844141.086435
1.432796,135000000,585178928,The Croods,Nicolas Cage|Emma Stone|Ryan Reynolds|Catherine Keener|Cloris Leachman,Kirk De Micco|Chris Sanders,98,3/20/13,1755,6.8,2013,126364502.619957,547746993.928887
1.419386,22000000,43058898,Homefront,Jason Statham|James Franco|Izabela Vidovic|Winona Ryder|Rachelle Lefevre,Gary Fleder,100,11/27/13,618,6.4,2013,20592733.7602893,40304564.6602479
1.41459,50000000,122915111,Escape Plan,Sylvester Stallone|Arnold Schwarzenegger|Jim Caviezel|Vinnie Jones|50 Cent,Mikael HÃ¥fstrÃ¶m,115,10/9/13,1114,6.7,2013,46801667.6370212,115052643.451791
1.412233,30000000,82394288,Carrie,ChloÃ« Grace Moretz|Julianne Moore|Judy Greer|Alex Russell|Portia Doubleday,Kimberly Peirce,100,10/16/13,897,5.8,2013,28081000.5822127,77123801.6433001
1.40572,55000000,95000000,Captain Phillips,Tom Hanks|Catherine Keener|Max Martini|Chris Mulkey|Yul Vazquez,Paul Greengrass,134,10/10/13,1729,7.7,2013,51481834.4007233,88923168.5103403
1.388168,25000000,71009334,The Counselor,Michael Fassbender|Cameron Diaz|Javier Bardem|Goran Visnjic|PenÃ©lope Cruz,Ridley Scott,117,10/25/13,497,4.9,2013,23400833.8185106,66467104.9798846
1.375772,150000000,205366737,White House Down,Channing Tatum|Jamie Foxx|Joey King|Maggie Gyllenhaal|Richard Jenkins,Roland Emmerich,131,6/27/13,1371,6.4,2013,140405002.911063,192230115.375471
1.366699,8000000,63464861,Begin Again,Mark Ruffalo|Keira Knightley|Adam Levine|Hailee Steinfeld|Catherine Keener,John Carney,104,9/7/13,880,7.2,2013,7488266.82192339,59405226.623035
1.363563,35000000,21819348,The Big Wedding,Robert De Niro|Diane Keaton|Katherine Heigl|Amanda Seyfried|Topher Grace,Justin Zackham,90,4/25/13,283,5.6,2013,32761167.3459148,20423637.46305
1.358934,12000000,1456675,Life of Crime,John Hawkes|Mos Def|Jennifer Aniston|Tim Robbins|Isla Fisher,Daniel Schechter,94,9/14/13,94,5.6,2013,11232400.232885,1363496.38410315
1.3317,195000000,197687603,Jack the Giant Slayer,Nicholas Hoult|Eleanor Tomlinson|Ewan McGregor|Stanley Tucci|Ian McShane,Bryan Singer,114,2/27/13,2186,5.5,2013,182526503.784382,185042189.831308
1.321896,30000000,62616646,Runner Runner,Ben Affleck|Gemma Arterton|Justin Timberlake|Anthony Mackie|David Costabile,Brad Furman,91,9/24/13,413,5.5,2013,28081000.5822127,58611269.0927403
1.319947,55000000,9489829,Bullet to the Head,Sylvester Stallone|Sung Kang|Sarah Shahi|Adewale Akinnuoye-Agbaje|Jason Momoa,Walter Hill,92,1/31/13,347,5.2,2013,51481834.4007233,8882796.45580331
1.316881,11000000,7847000,What If,Daniel Radcliffe|Zoe Kazan|Rafe Spall|Megan Park|Adam Driver,Michael Dowse,93,9/7/13,482,6.7,2013,10296366.8801446,7345053.71895411
1.30454,26000000,51164106,Delivery Man,Vince Vaughn|Cobie Smulders|Chris Pratt|Britt Robertson|Jack Reynor,Ken Scott,105,10/10/13,377,6.1,2013,24336867.171251,47891309.6791464
1.302011,32000000,126041322,This Is the End,James Franco|Jonah Hill|Seth Rogen|Jay Baruchel|Danny McBride,Seth Rogen|Evan Goldberg,107,6/12/13,1687,6.2,2013,29953067.2876935,117978881.215495
1.291008,15000000,151831537,Jackass Presents: Bad Grandpa,Johnny Knoxville|Jackson Nicoll|Georgina Cates|Spike Jonze|Catherine Keener,Jeff Tremaine,92,10/22/13,496,6.1,2013,14040500.2911063,142119382.629841
1.290891,35000000,46216641,Parker,"Jason Statham|Jennifer Lopez|Nick Nolte|Michael Chiklis|Clifton Collins, Jr.",Taylor Hackford,118,1/23/13,1196,5.6,2013,32761167.3459148,43260317.4276305
